Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1010,John,Smith,student10@university.com,Female,0.833333333333333,CS,0.714342868573715,0.7255751917305766,0.9574858286095365,0.34593837535014016,0.539154816743441,0.459,0.9523904780956194,0.16469881929157482,A,0.328,No,Yes,High School,Low,0.0,0.019999999999999907
S1011,Omar,Williams,student11@university.com,Female,0.33333333333333304,Engineering,0.5549109821964395,0.20240080026675555,0.8564521507169056,0.04481792717086841,0.7574604446224715,0.7610000000000001,0.818963792758552,0.7516509905943565,C,0.6520000000000001,No,Yes,Master's,Low,0.8888888888888888,0.6000000000000001
S1012,John,Davis,student12@university.com,Male,0.5,Engineering,0.10862172434486905,0.6900633544514838,0.011003667889296409,0.3005202080832332,0.3821349889845784,0.20600000000000002,0.41548309661932414,0.18090854512707621,F,0.524,No,Yes,Master's,High,0.7777777777777777,0.09999999999999998
S1013,John,Williams,student13@university.com,Male,0.0,Business,0.9321864372874578,0.01067022340780266,0.8859619873291096,0.335734293717487,0.13599038654115758,0.43700000000000006,0.6295259051810365,0.5585351210726437,A,0.712,No,Yes,PhD,Medium,1.0,0.78
S1014,Liam,Williams,student14@university.com,Male,0.16666666666666652,Engineering,0.4522904580916185,0.3052684228076026,0.07502500833611203,0.0928371348539414,0.5107150010014021,0.18100000000000002,0.1216243248649731,0.07664598759255536,B,0.03199999999999997,No,Yes,PhD,Low,0.3333333333333333,0.9600000000000002
S1015,Ahmed,Jones,student15@university.com,Male,0.0,CS,0.7343468693738748,0.39896632210736915,0.851450483494498,0.6202480992396957,0.3374724614460245,0.614,0.5513102620524104,0.04702821693015791,A,0.812,No,Yes,PhD,High,0.1111111111111111,0.9199999999999999
S1016,Maria,Jones,student16@university.com,Female,0.5,CS,0.5009001800360073,0.8354451483827943,0.28026008669556524,0.346938775510204,0.35169236931704395,0.8480000000000001,0.2630526105221045,0.46407844706824086,F,0.988,No,Yes,PhD,Low,0.2222222222222222,0.41999999999999993
S1017,Liam,Davis,student17@university.com,Female,0.833333333333333,Business,0.6043208641728348,0.3904634878292763,0.6102034011337112,0.6294517807122846,0.6453034247947127,0.7650000000000001,0.2834566913382679,0.10466279767860698,F,0.048000000000000015,No,No,PhD,Medium,1.0,0.72
S1018,Liam,Jones,student18@university.com,Male,0.33333333333333304,CS,0.3026605321064215,0.01133711237079027,0.03801267089029681,0.006802721088435382,0.8862407370318448,0.944,0.1256251250250051,0.3063838302981787,B,0.49599999999999994,No,Yes,PhD,Medium,0.8888888888888888,0.15999999999999992
S1019,John,Johnson,student19@university.com,Male,0.33333333333333304,Engineering,0.20024004800960205,0.3524508169389797,0.7714238079359785,0.9823929571828729,0.5587822952132988,0.9720000000000001,0.3580716143228646,0.3386031618971381,D,0.74,Yes,Yes,PhD,Low,1.0,0.08000000000000007
S1020,Emma,Davis,student20@university.com,Male,0.0,CS,0.5425085017003402,0.4991663887962654,0.1117039013004335,0.4963985594237694,0.6879631484077708,0.772,0.4812962592518504,0.7694616770062037,D,0.4759999999999999,No,Yes,High School,Medium,0.1111111111111111,0.8200000000000001
S1021,Ahmed,Jones,student21@university.com,Male,0.6666666666666665,Business,0.4400880176035209,0.9493164388129376,0.41080360120040016,0.6596638655462184,0.6603244542359303,0.28700000000000003,0.6003200640128026,0.33239943966379815,C,0.5920000000000001,No,Yes,PhD,Low,0.7777777777777777,0.7
S1022,Sara,Davis,student22@university.com,Male,0.6666666666666665,Engineering,0.39007801560312094,0.9413137712570854,0.8177725908636211,0.7160864345738296,0.5513719206889647,0.219,0.3046609321864373,0.49429657794676807,C,0.9200000000000002,Yes,Yes,PhD,Low,1.0,0.9000000000000001
S1023,Liam,Williams,student23@university.com,Female,0.833333333333333,CS,0.6725345069013804,0.18089363121040347,0.695565188396132,0.17166866746698672,0.3106348888443824,0.44800000000000006,0.7921584316863375,0.7726635981588952,D,0.54,No,Yes,Master's,Low,0.0,0.9199999999999999
S1024,Maria,Williams,student24@university.com,Female,0.33333333333333304,CS,0.6905381076215245,0.18522840946982322,0.00600200066688894,0.11184473789515814,0.37772882034848787,0.994,0.5209041808361674,0.20452271362817687,A,0.236,Yes,Yes,High School,Low,0.3333333333333333,0.3400000000000001
S1025,Emma,Davis,student25@university.com,Male,0.0,Business,0.04580916183236661,0.16338779593197728,0.40313437812604214,0.1526610644257702,0.31564189865812153,0.41300000000000003,0.6379275855171036,0.8048829297578546,C,0.74,No,Yes,High School,High,0.2222222222222222,0.31999999999999984
S1026,Emma,Johnson,student26@university.com,Male,0.0,Engineering,0.3386677335467094,0.7892630876958986,0.042014004668222804,0.24689875950380147,0.9180853194472263,0.199,0.27805561112222454,0.8318991394836903,A,0.37600000000000006,No,Yes,PhD,Low,1.0,0.44000000000000017
S1027,Sara,Johnson,student27@university.com,Male,0.0,Business,0.4116823364672937,0.00600200066688894,0.6737245748582861,0.16826730692276892,0.8271580212297216,0.944,0.8141628325665133,0.9889933960376225,D,0.284,Yes,Yes,PhD,Medium,0.1111111111111111,0.6599999999999999
S1028,Liam,Davis,student28@university.com,Female,0.5,Business,0.09661932386477323,0.12720906968989665,0.9693231077025675,0.6742697078831532,0.579611456038454,0.386,0.6241248249649931,0.4438663197918751,D,0.24799999999999994,Yes,Yes,Bachelor's,Low,0.2222222222222222,0.0
S1029,Maria,Jones,student29@university.com,Female,0.833333333333333,Mathematics,0.23584716943388684,0.5381793931310437,0.655551850616872,0.4209683873549419,0.9128780292409375,0.6910000000000001,0.8623724744948993,0.3704222533520112,A,0.08000000000000002,No,Yes,Master's,High,0.2222222222222222,0.54
S1030,Ahmed,Brown,student30@university.com,Female,0.6666666666666665,CS,0.051410282056411294,0.24758252750916976,0.22440813604534848,0.5380152060824328,0.8870418586020428,0.788,0.1598319663932788,0.7020212127276364,F,0.9320000000000002,No,Yes,High School,Medium,0.8888888888888888,0.019999999999999907
S1031,Ali,Johnson,student31@university.com,Male,0.6666666666666665,Mathematics,0.9961992398479698,0.09236412137379124,0.35528509503167727,0.04741896758703468,0.9282996194672541,0.843,0.380476095219044,0.057834700820492024,B,0.5640000000000001,No,Yes,Bachelor's,Low,0.2222222222222222,0.45999999999999996
S1032,Maria,Smith,student32@university.com,Female,0.5,CS,0.5144028805761152,0.3599533177725909,0.9769923307769255,0.8615446178471386,0.2215101141598239,0.8210000000000002,0.11282256451290262,0.03942365419251548,D,0.956,No,Yes,PhD,Medium,0.8888888888888888,0.08000000000000007
S1033,Sara,Williams,student33@university.com,Male,0.16666666666666652,CS,0.08721744348869787,0.2742580860286763,0.22407469156385462,0.17066826730692264,0.7180052072902063,0.836,0.21544308861772365,0.3348008805283169,D,0.8600000000000001,No,Yes,Master's,Low,0.3333333333333333,0.56
S1034,Emma,Davis,student34@university.com,Female,0.5,Business,0.02000400080016007,0.5113371123707902,0.5616872290763586,0.360344137655062,0.6094532345283397,0.668,0.39447889577915607,0.7296377826696019,F,0.03199999999999997,No,Yes,Master's,Low,0.0,0.31999999999999984
S1035,Ahmed,Smith,student35@university.com,Female,0.833333333333333,CS,0.7191438287657532,0.9794931643881293,0.40063354451483835,0.07202881152460971,0.7342279190867214,0.404,0.894578915783157,0.11606964178507106,A,0.24799999999999994,No,Yes,PhD,Medium,0.7777777777777777,0.4800000000000002
S1036,Maria,Davis,student36@university.com,Female,0.0,CS,0.4390878175635127,0.12437479159719911,0.768589529843281,0.13685474189675872,0.26316843581013427,0.667,0.5569113822764553,0.6355813488092856,F,0.316,No,Yes,Bachelor's,Low,1.0,0.9600000000000002
S1037,Ali,Williams,student37@university.com,Male,0.5,CS,0.7867573514702944,0.37279093031010335,0.8676225408469489,0.6660664265706282,0.6951732425395554,0.837,0.3302660532106423,0.269361616970182,A,0.48799999999999993,No,Yes,PhD,Low,0.4444444444444445,0.3400000000000001
S1038,Ali,Williams,student38@university.com,Male,0.0,Engineering,0.9233846769353873,0.9323107702567521,0.34094698232744247,0.692877150860344,0.40977368315641893,0.351,0.7467493498699742,0.6515909545727436,A,0.716,Yes,Yes,Master's,Medium,0.1111111111111111,0.72
S1039,John,Johnson,student39@university.com,Female,0.833333333333333,Engineering,0.5993198639727948,0.877125708569523,0.6605535178392798,0.677270908363345,0.834568395754056,0.29700000000000004,0.019403880776155402,0.45687412447468456,A,0.6799999999999999,No,Yes,Bachelor's,Low,0.8888888888888888,0.6800000000000002
S1040,John,Johnson,student40@university.com,Male,1.0,Business,0.18703740748149644,0.3944648216072024,0.5491830610203401,0.5524209683873549,0.7959142799919887,0.34400000000000003,0.3698739747949591,0.11486892135281157,C,0.988,No,Yes,PhD,Low,0.6666666666666665,0.8600000000000001
S1041,Omar,Smith,student41@university.com,Male,0.833333333333333,Business,0.7821564312862574,0.6992330776925642,0.27859286428809604,0.9529811924769904,0.2110955337472462,0.551,0.6007201440288061,0.24694816890134064,A,0.9240000000000002,No,Yes,Bachelor's,Medium,0.5555555555555556,0.3400000000000001
S1042,Sara,Davis,student42@university.com,Male,0.33333333333333304,Engineering,0.9557911582316467,0.08786262087362462,0.27209069689896637,0.5074029611844737,0.18345683957540548,0.052000000000000005,0.583116623324665,0.21953171903141877,A,0.18799999999999994,No,Yes,Bachelor's,Low,0.1111111111111111,0.05999999999999994
S1043,Liam,Williams,student43@university.com,Male,0.0,CS,0.5801160232046412,0.7127375791930644,0.5388462820940312,0.44957983193277307,0.7182054876827559,0.779,0.6075215043008602,0.16429857914748824,A,0.8600000000000001,Yes,Yes,Bachelor's,High,0.5555555555555556,0.9800000000000002
S1044,Maria,Smith,student44@university.com,Male,0.6666666666666665,Mathematics,0.6819363872774555,0.9731577192397465,0.15405135045015006,0.24769907963185278,0.5505707991187663,0.13899999999999998,0.21144228845769164,0.46828096858114865,D,0.8440000000000001,Yes,Yes,Master's,Medium,0.6666666666666665,0.3599999999999999
S1045,Maria,Brown,student45@university.com,Male,0.5,CS,0.3372674534906983,0.5376792264088028,0.8111037012337445,0.0988395358143257,0.5573803324654516,0.133,0.336867373474695,0.9547728637182311,C,0.5759999999999998,No,Yes,PhD,Low,0.4444444444444445,0.19999999999999996
S1046,Liam,Smith,student46@university.com,Male,1.0,CS,0.5144028805761152,0.49866622207402456,0.06902300766922309,0.5484193677470985,0.753054275986381,0.198,0.9315863172634529,0.657994796878127,C,0.34,No,Yes,Master's,Low,0.4444444444444445,0.9199999999999999
S1047,Omar,Jones,student47@university.com,Female,0.833333333333333,CS,0.7345469093818766,0.18739579859953326,0.09453151050350117,0.31492597038815506,0.8555978369717605,0.577,0.9739947989597921,0.8361016609965979,A,0.20799999999999996,No,Yes,Master's,High,0.3333333333333333,0.19999999999999996
S1048,Emma,Smith,student48@university.com,Male,0.0,Engineering,0.9277855571114224,0.6340446815605201,0.3422807602534177,0.5242096838735493,0.23873422791908672,0.286,0.3118623724744949,0.9811887132279367,B,0.21200000000000002,No,Yes,Master's,Medium,1.0,0.52
S1049,Emma,Jones,student49@university.com,Male,1.0,CS,0.6289257851570316,0.5906968989663222,0.11820606868956329,0.20628251300520195,0.5557780893250552,0.36800000000000005,0.6445289057811565,0.5405243145887533,B,0.336,No,Yes,Master's,Low,0.0,0.76
S1050,Omar,Jones,student50@university.com,Female,0.16666666666666652,CS,0.7897579515903181,0.6522174058019339,0.47582527509169736,0.838535414165666,0.8295613859403166,0.932,0.24104820964192863,0.23774264558735236,A,0.504,No,Yes,PhD,Low,1.0,0.74
S1051,Emma,Jones,student51@university.com,Female,0.33333333333333304,CS,0.1714342868573715,0.026008669556518926,0.39979993331110353,1.0,0.8734227919086723,0.8470000000000001,0.368473694738948,0.9279567740644385,D,0.5840000000000001,Yes,Yes,PhD,Medium,0.6666666666666665,0.019999999999999907
S1052,John,Brown,student52@university.com,Female,0.16666666666666652,CS,0.21184236847369498,0.5488496165388463,0.7220740246748916,0.32252901160464176,0.2872020829160826,0.852,0.792358471694339,0.6990194116469881,B,0.324,No,Yes,PhD,Low,0.2222222222222222,0.19999999999999996
S1053,Maria,Smith,student53@university.com,Female,0.833333333333333,Engineering,0.5319063812762552,0.5951983994664889,0.9533177725908637,0.8427370948379351,0.10374524334067692,0.5780000000000001,0.5011002200440091,0.9591755053031819,C,0.35600000000000004,No,Yes,High School,Medium,0.4444444444444445,0.8800000000000001
S1054,Omar,Smith,student54@university.com,Male,0.16666666666666652,Business,0.5144028805761152,0.20756918972991,0.7537512504168054,0.8733493397358942,0.2325255357500502,0.8660000000000001,0.8495699139827968,0.6509905943566139,B,0.011999999999999983,No,Yes,High School,Medium,0.7777777777777777,0.56
S1055,Maria,Brown,student55@university.com,Female,0.16666666666666652,Business,0.6349269853970796,0.2084028009336445,0.17955985328442825,0.4963985594237694,0.946124574404166,0.779,0.62872574514903,0.7752651590954573,A,0.003999999999999976,No,Yes,PhD,Medium,0.1111111111111111,0.6800000000000002
S1056,Liam,Williams,student56@university.com,Female,0.33333333333333304,CS,0.2914582916583317,0.27625875291763924,0.9358119373124374,0.3429371748699479,0.4624474263969558,0.953,0.6289257851570316,0.8907344406643987,F,0.9080000000000001,No,Yes,Bachelor's,Low,0.3333333333333333,0.40000000000000013
S1057,Ali,Johnson,student57@university.com,Male,0.33333333333333304,CS,0.7915583116623326,0.7119039679893298,0.3922974324774924,0.7563025210084031,0.41858602042860027,0.064,0.03360672134426901,0.7592555533319991,A,0.016000000000000014,Yes,Yes,PhD,Low,0.8888888888888888,0.74
S1058,John,Smith,student58@university.com,Male,0.33333333333333304,Mathematics,0.8081616323264653,0.606535511837279,0.47432477492497505,0.22889155662264882,0.012417384338073267,0.028999999999999998,0.7495499099819967,0.5625375225135079,B,0.03199999999999997,Yes,Yes,PhD,High,0.1111111111111111,0.28
S1059,Ahmed,Johnson,student59@university.com,Male,1.0,CS,0.46369273854770965,0.8461153717905967,0.4216405468489497,0.6250500200080029,0.050470658922491474,0.17500000000000002,0.9777955591118226,0.4718831298779267,F,0.20399999999999996,No,No,Master's,Medium,0.7777777777777777,0.24
S1060,John,Davis,student60@university.com,Female,0.33333333333333304,Business,0.1806361272254453,0.2957652550850284,0.280593531177059,0.7050820328131251,0.6689365111155621,0.9289999999999999,0.47289457891578346,0.8234940964578747,D,0.744,No,Yes,PhD,Low,0.8888888888888888,1.0
S1061,Omar,Davis,student61@university.com,Male,0.16666666666666652,CS,0.6467293458691741,0.9123041013671223,0.895298432810937,0.4963985594237694,0.5900260364510315,0.606,0.15843168633726767,0.7720632379427654,B,0.6799999999999999,No,Yes,PhD,Low,0.2222222222222222,0.15999999999999992
S1062,Ahmed,Brown,student62@university.com,Female,0.6666666666666665,Mathematics,0.9927985597119426,0.7439146382127375,0.33227742580860287,0.20728291316526604,0.575806128580012,0.426,0.9769953990798159,0.36621973183910317,A,0.6479999999999999,Yes,Yes,PhD,Medium,0.4444444444444445,0.9800000000000002
S1063,Ali,Davis,student63@university.com,Male,0.6666666666666665,CS,0.6225245049009802,0.39513171057019014,0.5788596198732909,0.8491396558623447,0.10995393550971366,0.513,0.2900580116023208,0.49829897938763246,F,0.5759999999999998,No,Yes,Bachelor's,Medium,0.3333333333333333,0.9199999999999999
S1064,Omar,Davis,student64@university.com,Male,0.33333333333333304,Engineering,0.035607121424285015,0.09536512170723577,0.2400800266755585,0.4211684673869547,0.35189264970959333,0.8300000000000001,0.4090818163632728,0.6349809885931559,C,0.2,No,Yes,Master's,Low,1.0,0.72
S1065,Sara,Williams,student65@university.com,Female,1.0,Business,0.01700340068013606,0.25708569523174396,0.7975991997332443,0.21648659463785513,0.8129381133587024,0.9289999999999999,0.07721544308861783,0.028016810086051613,F,0.39599999999999996,No,No,Master's,High,1.0,0.5800000000000001
S1066,Maria,Williams,student66@university.com,Male,0.5,Engineering,0.32026405281056225,0.9571523841280425,0.7744248082694232,0.54281712685074,0.1746445023032246,0.73,0.11062212442488506,0.2473484090454272,A,0.48000000000000004,No,Yes,Bachelor's,Low,0.7777777777777777,0.0
S1067,Ali,Williams,student67@university.com,Male,0.0,CS,0.19563912782556514,0.3104368122707568,0.296432144048016,0.8637454981992796,0.883236531143601,0.76,0.21644328865773166,0.24994996998198915,D,0.5840000000000001,No,Yes,PhD,Low,0.7777777777777777,0.6400000000000001
S1068,Maria,Davis,student68@university.com,Male,0.833333333333333,Engineering,0.812962592518504,0.32994331443814606,0.6817272424141381,0.9673869547819125,0.12096935709993994,0.32000000000000006,0.5483096619323866,0.8833299979987992,A,0.2,No,Yes,PhD,Low,0.4444444444444445,0.78
S1069,Emma,Brown,student69@university.com,Male,1.0,Business,0.8447689537907581,0.18972990996999006,0.7040680226742246,0.7484993997599036,0.16883637091928705,0.467,0.5577115423084618,0.33119871923153865,A,0.728,No,Yes,PhD,High,0.4444444444444445,0.74
S1070,Sara,Jones,student70@university.com,Male,0.5,CS,0.2584516903380678,0.8071023674558184,0.5626875625208403,0.0056022408963585235,0.47786901662327264,0.885,0.6061212242448493,0.5451270762457474,B,0.308,No,Yes,High School,High,0.0,0.18000000000000005
S1071,Sara,Jones,student71@university.com,Female,0.833333333333333,CS,0.3254650930186038,0.2757585861953984,0.600866955651884,0.13485394157663055,0.9459242940116166,0.786,0.5837167433486699,0.8316990194116469,C,0.6599999999999999,No,Yes,High School,Low,0.4444444444444445,0.54
S1072,Ali,Johnson,student72@university.com,Female,0.5,Engineering,0.23604720944188862,0.3304434811603868,0.5746915638546182,0.07623049219687861,0.3294612457440418,0.684,0.4950990198039611,0.2593556133680206,B,0.512,Yes,No,PhD,Low,0.0,0.56
S1073,Sara,Jones,student73@university.com,Male,0.5,CS,0.9083816763352672,0.4144714904968323,0.08186062020673557,0.10124049619847941,0.6585219307029841,0.065,0.8019603920784157,0.12347408445067032,A,0.5920000000000001,Yes,Yes,Bachelor's,High,0.3333333333333333,0.6599999999999999
S1074,Ahmed,Jones,student74@university.com,Female,0.6666666666666665,Engineering,0.50250050010002,0.43381127042347445,0.6705568522840946,0.3831532613045219,0.5888243540957343,0.04000000000000001,0.9337867573514704,0.9485691414848909,A,0.412,No,Yes,PhD,Low,0.6666666666666665,0.8399999999999999
S1075,Sara,Williams,student75@university.com,Female,0.0,CS,0.6561312262452492,0.4114704901633879,0.4699899966655552,0.33853541416566624,0.14920889244942925,0.13,0.2696539307861574,0.7046227736641986,F,0.444,No,Yes,High School,Low,0.1111111111111111,0.7
S1076,Maria,Williams,student76@university.com,Female,0.5,Engineering,0.41528305661132237,0.503834611537179,0.43864621540513515,0.4963985594237694,0.2479471259763668,0.581,0.13002600520104024,0.17670602361416843,A,0.8680000000000001,No,Yes,PhD,High,0.0,0.14
S1077,Maria,Davis,student77@university.com,Male,0.33333333333333304,CS,0.6309261852370476,0.8147715905301767,0.8602867622540844,0.8825530212084831,0.9309032645703987,0.536,0.4248849769953993,0.8198919351610965,D,0.4759999999999999,Yes,Yes,Bachelor's,High,0.1111111111111111,0.019999999999999907
S1078,Omar,Johnson,student78@university.com,Male,0.833333333333333,Engineering,0.3856771354270856,0.8196065355118372,0.023174391463821276,0.615646258503401,0.1844582415381535,0.9430000000000001,0.02620524104820987,0.7872723634180507,A,0.792,No,Yes,Master's,Medium,0.6666666666666665,0.14
S1079,Maria,Smith,student79@university.com,Male,1.0,CS,0.3394678935787159,0.7985995331777258,0.25141713904634877,0.4963985594237694,0.695373522932105,0.6950000000000001,0.8833766753350671,0.8377026215729437,A,0.39599999999999996,No,Yes,Bachelor's,Low,0.2222222222222222,0.040000000000000036
S1080,Omar,Johnson,student80@university.com,Female,0.6666666666666665,CS,0.6343268653730747,0.10120040013337783,0.12137379126375458,0.4963985594237694,0.9653514920889248,0.294,0.2396479295859173,0.27596557934760857,A,0.7,Yes,Yes,PhD,High,0.4444444444444445,0.44000000000000017
S1081,Maria,Johnson,student81@university.com,Female,0.833333333333333,CS,0.5144028805761152,0.7999333111037013,0.03534511503834614,0.4103641456582632,0.11916683356699376,0.16100000000000003,0.5491098219643928,0.44846908144886943,D,0.23200000000000004,No,Yes,Master's,Low,0.0,0.28
S1082,Ahmed,Brown,student82@university.com,Male,0.33333333333333304,Mathematics,0.5144028805761152,0.12037345781927311,0.2757585861953984,0.3177270908363343,0.39915882235129185,0.8500000000000001,0.11482296459291863,0.6936161697018213,A,0.9159999999999999,No,Yes,PhD,Low,1.0,0.0
S1083,Liam,Davis,student83@university.com,Male,0.33333333333333304,CS,0.14922984596919386,0.12470823607869286,0.9888296098699565,0.4385754301720688,0.22371319847786908,0.45999999999999996,0.5531106221244251,0.3904342605563338,D,0.968,No,Yes,Master's,Medium,1.0,0.08000000000000007
S1084,Omar,Brown,student84@university.com,Female,0.5,Business,0.368473694738948,0.9481493831277092,0.2702567522507503,0.6106442577030811,0.2213098337672741,0.653,0.03880776155231058,0.06964178507104246,F,0.9000000000000001,Yes,Yes,PhD,High,1.0,0.40000000000000013
S1085,John,Johnson,student85@university.com,Female,0.33333333333333304,CS,0.4150830166033208,0.8196065355118372,0.6638879626542178,0.4931972789115646,0.11856599238934518,0.5650000000000001,0.7687537507501501,0.13608164898939346,C,0.3479999999999999,No,Yes,PhD,Low,0.7777777777777777,0.94
S1086,Emma,Johnson,student86@university.com,Male,0.0,CS,0.6285257051410285,0.5525175058352785,0.11837279093031017,0.8383353341336535,0.6499098738233529,0.10700000000000001,0.9553910782156432,0.597158294976986,C,0.276,No,Yes,Master's,Medium,0.3333333333333333,1.0
S1087,Ali,Johnson,student87@university.com,Female,0.33333333333333304,Engineering,0.914582916583317,0.8752917639213069,0.6020340113371123,0.9005602240896358,0.7468455838173442,0.056999999999999995,0.30686137227445487,0.37502501500900554,B,0.184,Yes,Yes,PhD,Medium,1.0,0.05999999999999994
S1088,Maria,Jones,student88@university.com,Female,0.5,Engineering,0.5144028805761152,0.9896632210736911,0.9848282760920304,0.46978791516606644,0.6771480072100944,0.377,0.2580516103220645,0.005003001801080709,C,0.8720000000000001,No,Yes,PhD,High,0.1111111111111111,0.8399999999999999
S1089,Sara,Brown,student89@university.com,Female,0.833333333333333,Mathematics,0.5144028805761152,0.6108702900966989,0.29193064354784926,0.2398959583833533,0.9252954135790108,0.36200000000000004,0.44788957791558337,0.7668601160696418,F,0.12,No,Yes,Bachelor's,Medium,0.7777777777777777,0.4800000000000002
S1090,Liam,Johnson,student90@university.com,Female,0.33333333333333304,Mathematics,0.19363872774554913,0.6130376792264087,0.8482827609203065,0.945578231292517,0.1452032845984379,0.674,0.6199239847969595,0.4166499899939964,C,0.6440000000000001,No,Yes,PhD,Medium,1.0,0.6199999999999999
S1091,Maria,Williams,student91@university.com,Female,0.6666666666666665,Business,0.5021004200840169,0.754751583861287,0.99783261087029,0.7352941176470587,0.31964750650911267,0.6320000000000001,0.1888377675535109,0.31358815289173503,B,0.332,No,Yes,Bachelor's,Medium,0.4444444444444445,0.5
S1092,Sara,Davis,student92@university.com,Female,1.0,Engineering,0.4296859371874375,0.2322440813604535,0.588696232077359,0.6404561824729891,0.3444822751852594,0.969,0.8033606721344271,0.7136281769061439,D,0.18799999999999994,No,Yes,PhD,Medium,0.1111111111111111,0.9199999999999999
S1093,Emma,Davis,student93@university.com,Female,0.6666666666666665,Engineering,0.7289457891578317,0.1672224074691564,0.30943647882627545,0.7456982793117244,0.2317244141798518,0.8580000000000001,0.1984396879375876,0.45507304382629576,A,0.184,No,Yes,High School,Low,0.8888888888888888,0.4800000000000002
S1094,Emma,Williams,student94@university.com,Male,0.6666666666666665,CS,0.5144028805761152,0.7597532510836944,0.6737245748582861,0.4963985594237694,0.14179851792509512,0.497,0.005201040208041796,0.6948168901340803,F,0.8720000000000001,No,Yes,High School,High,0.5555555555555556,0.15999999999999992
S1095,Emma,Davis,student95@university.com,Male,0.833333333333333,Mathematics,0.5943188637727548,0.34494831610536836,0.8451150383461152,0.06762705082032805,0.48688163428800335,0.5,0.524104820964193,0.012807684610766312,D,0.8600000000000001,Yes,Yes,High School,Medium,0.7777777777777777,0.78
S1096,Sara,Jones,student96@university.com,Female,0.16666666666666652,Engineering,0.8837767553510703,0.13504501500500166,0.17139046348782927,0.15326130452180853,0.8349689565391549,0.674,0.11502300460092019,0.009005403241945098,A,0.272,No,Yes,High School,Medium,0.1111111111111111,0.52
S1097,Maria,Jones,student97@university.com,Female,1.0,Engineering,0.9105821164232848,0.31493831277092366,0.452650883627876,0.14745898359343723,0.9553374724614463,0.11399999999999999,0.6981396279255851,0.5599359615769461,A,0.03199999999999997,Yes,Yes,PhD,Medium,0.4444444444444445,0.11999999999999988
